City,Locality_Tier,BHK,Bathrooms,Super_Area_sqft,Property_Age_years,Parking,Furnishing,Distance_to_CityCenter_km,Market_Price_INR_Log
Hyderabad,Premium,2,3,807.8,10,1,Semi-Furnished,5.31,15.820319470651286
Mumbai,Budget,2,2,881.4,19,1,Unfurnished,19.86,16.077332196391236
Pune,Premium,5,5,2382.9,3,1,Semi-Furnished,0.5,17.093095081027073
Mumbai,Mid,2,3,1038.8,6,0,Fully-Furnished,2.08,16.598559010994013
Bangalore,Premium,4,4,1721.8,1,1,Semi-Furnished,6.57,16.802136191657738
Mumbai,Mid,3,4,1162.1,8,0,Semi-Furnished,15.41,16.799909652971802
Mumbai,Budget,2,2,1025.5,10,1,Fully-Furnished,22.95,16.261525553786413
Pune,Mid,1,1,507.7,24,0,Semi-Furnished,18.54,14.842405552989709
Hyderabad,Budget,1,1,633.9,8,1,Unfurnished,14.61,14.724571618632138
Hyderabad,Mid,3,3,1328.8,0,1,Fully-Furnished,20.55,16.07281927121145
Bangalore,Mid,3,3,1052.8,9,0,Fully-Furnished,25.02,16.168174793561814
Mumbai,Mid,3,3,1253.3,7,1,Unfurnished,18.24,16.715418149380312
Nagpur,Premium,1,1,520.4,6,1,Fully-Furnished,2.07,15.176930089893357
Hyderabad,Mid,1,1,474.0,9,1,Semi-Furnished,13.38,14.979710504733259
Pune,Mid,3,2,1355.1,8,1,Unfurnished,7.13,16.173722014029817
Mumbai,Mid,2,1,881.9,0,1,Unfurnished,17.81,16.46442380096278
Mumbai,Premium,4,4,1898.7,7,1,Fully-Furnished,6.23,17.373628636554333
Mumbai,Mid,3,4,1190.1,8,1,Unfurnished,13.51,16.732941448525178
Bangalore,Mid,2,3,869.9,5,1,Unfurnished,15.46,15.852648148192927
Mumbai,Premium,2,2,919.8,12,0,Semi-Furnished,0.5,16.630435867149906
Hyderabad,Premium,3,3,1154.2,5,0,Semi-Furnished,6.62,16.270578426320213
Mumbai,Budget,2,2,910.1,8,0,Unfurnished,15.94,16.121484004001076
Pune,Premium,1,1,544.3,2,1,Unfurnished,3.55,15.65121274717949
Hyderabad,Mid,1,1,574.6,12,1,Semi-Furnished,12.08,15.190070337401773
Hyderabad,Mid,2,1,969.4,11,1,Semi-Furnished,14.14,15.605440354361395
Nagpur,Premium,2,2,765.6,6,1,Unfurnished,15.96,15.345154331828978
Hyderabad,Budget,2,3,1064.2,15,1,Unfurnished,16.14,15.543853187845572
Mumbai,Mid,2,3,1077.1,10,1,Fully-Furnished,20.5,16.579356926952073
Pune,Mid,1,1,474.9,14,1,Unfurnished,15.38,14.82647526730896
Nagpur,Mid,2,2,964.7,13,1,Semi-Furnished,6.98,15.380357716350492
Nagpur,Mid,1,1,609.8,10,1,Fully-Furnished,15.31,14.874722410663258
Hyderabad,Mid,2,3,1081.0,16,1,Fully-Furnished,14.1,15.936955116482874
Mumbai,Budget,2,2,806.4,8,0,Fully-Furnished,20.06,16.14404922430098
Nagpur,Mid,1,1,558.9,3,1,Semi-Furnished,8.63,14.968933896456754
Mumbai,Mid,2,3,1023.0,8,1,Semi-Furnished,14.22,16.545116880772095
Bangalore,Mid,4,4,2026.1,3,1,Fully-Furnished,17.11,16.709708431380772
Bangalore,Mid,2,3,705.2,3,0,Semi-Furnished,11.55,15.598292852668902
Mumbai,Budget,3,3,1106.0,6,0,Fully-Furnished,16.62,16.492506873077346
Mumbai,Premium,2,2,1009.4,20,1,Fully-Furnished,0.5,16.72134728111444
Bangalore,Mid,3,4,1460.5,10,0,Unfurnished,11.77,16.473941010887373
Hyderabad,Premium,3,3,1164.4,1,1,Unfurnished,13.36,16.304769887748215
Mumbai,Budget,2,3,958.0,3,0,Semi-Furnished,16.96,16.230715156285207
Bangalore,Premium,3,3,969.3,0,1,Semi-Furnished,6.99,16.26106609276371
Pune,Premium,1,2,557.6,11,1,Semi-Furnished,13.93,15.567224293803427
Mumbai,Mid,2,2,834.6,7,0,Unfurnished,18.92,16.214862587359143
Nagpur,Premium,3,2,1466.7,8,1,Semi-Furnished,0.5,16.250734195112248
Bangalore,Budget,1,1,543.7,17,1,Semi-Furnished,17.9,14.989371620205603
Mumbai,Budget,2,3,779.9,22,0,Unfurnished,12.87,16.052780081330084
Bangalore,Premium,3,3,1305.0,3,1,Unfurnished,7.55,16.49945950991961
Bangalore,Premium,3,3,982.3,11,1,Fully-Furnished,7.8,16.42697915134012
Hyderabad,Budget,2,3,864.8,20,0,Semi-Furnished,23.44,15.291612258724811
Hyderabad,Mid,2,2,853.6,3,0,Unfurnished,7.04,15.66624026165653
Mumbai,Budget,2,3,1028.8,8,0,Fully-Furnished,25.5,16.248429900663787
Bangalore,Budget,1,1,515.5,12,0,Unfurnished,15.49,14.887238684350322
Pune,Mid,2,2,881.5,21,1,Semi-Furnished,23.13,15.789347943197166
Bangalore,Budget,1,2,469.0,17,1,Semi-Furnished,15.23,14.889687725888141
Bangalore,Premium,3,3,1149.6,5,1,Semi-Furnished,0.5,16.523528025197404
Hyderabad,Premium,3,3,1182.6,2,1,Semi-Furnished,1.19,16.343578703504157
Pune,Premium,3,2,1291.5,0,1,Semi-Furnished,19.49,16.419882013625205
Mumbai,Budget,2,2,959.8,8,1,Semi-Furnished,16.61,16.257130720529783
Mumbai,Mid,3,3,1084.8,7,1,Fully-Furnished,6.76,16.585825634930448
Bangalore,Budget,2,1,807.1,12,0,Semi-Furnished,26.34,15.443420997817503
Hyderabad,Mid,1,1,473.2,8,1,Unfurnished,18.61,14.821092299822533
Mumbai,Mid,2,1,744.4,5,1,Unfurnished,12.87,16.281052074741513
Bangalore,Premium,4,3,1668.5,8,0,Fully-Furnished,5.85,16.866317161273976
Pune,Budget,2,1,828.0,9,0,Fully-Furnished,23.03,15.358074424043801
Mumbai,Premium,4,5,1855.9,2,1,Fully-Furnished,2.39,17.328872405826623
Hyderabad,Premium,2,2,1004.1,4,1,Fully-Furnished,7.13,16.12054425068968
Hyderabad,Mid,3,3,999.3,6,1,Semi-Furnished,20.02,15.818610056888948
Pune,Mid,2,3,771.9,5,0,Unfurnished,15.89,15.611177051489832
Pune,Premium,2,4,825.7,5,1,Fully-Furnished,0.5,16.171015277151078
Nagpur,Mid,3,4,1310.6,3,1,Unfurnished,16.95,15.692955094466395
Nagpur,Budget,1,1,642.7,4,0,Fully-Furnished,29.49,14.383099617576674
Bangalore,Budget,2,3,1013.8,1,1,Semi-Furnished,21.12,15.800576720277677
Bangalore,Mid,1,2,469.8,8,0,Fully-Furnished,4.0,15.394724492976865
Hyderabad,Budget,3,4,1081.9,10,1,Unfurnished,30.34,15.442683667915992
Pune,Mid,2,1,1043.6,6,0,Semi-Furnished,16.89,15.983420976464643
Nagpur,Mid,1,2,436.3,10,0,Semi-Furnished,15.94,14.436612176601212
Mumbai,Premium,3,3,1216.3,2,1,Semi-Furnished,6.74,17.01036594827982
Pune,Premium,2,2,915.6,15,1,Semi-Furnished,9.62,16.12702585770138
Mumbai,Mid,2,1,634.7,2,0,Fully-Furnished,8.47,16.10503401802059
Mumbai,Mid,3,3,969.9,6,1,Fully-Furnished,13.77,16.51417807906908
Bangalore,Mid,2,3,854.1,7,1,Semi-Furnished,14.96,15.948632785692956
Pune,Premium,2,2,1062.0,32,1,Unfurnished,4.03,16.31001277271317
Mumbai,Budget,2,1,881.2,17,1,Semi-Furnished,11.73,16.257610258400888
Hyderabad,Mid,2,2,650.8,7,0,Semi-Furnished,15.99,15.290046310129588
Pune,Mid,2,3,727.9,9,0,Unfurnished,1.26,15.739630150815708
Bangalore,Mid,3,3,1298.7,4,1,Semi-Furnished,16.72,16.288763229849568
Mumbai,Budget,2,2,1089.2,10,1,Fully-Furnished,21.09,16.329637684159675
Pune,Mid,1,1,415.6,2,1,Semi-Furnished,20.5,14.814561041464295
Pune,Premium,2,1,834.9,11,1,Semi-Furnished,10.79,16.026510594259584
Mumbai,Budget,3,3,1197.4,8,1,Unfurnished,24.92,16.525701998309962
Mumbai,Mid,2,2,720.2,19,1,Semi-Furnished,13.6,16.20668886784594
Hyderabad,Mid,2,2,968.9,9,0,Fully-Furnished,14.12,15.848546839329336
Mumbai,Mid,2,3,893.4,5,1,Unfurnished,25.22,16.47569170054896
Mumbai,Mid,4,5,2040.4,8,0,Semi-Furnished,18.14,17.203589028453816
Mumbai,Budget,2,2,874.6,8,0,Unfurnished,24.23,16.094179117140897
Hyderabad,Mid,3,3,1324.8,15,0,Semi-Furnished,12.06,16.165978260567528
Pune,Budget,3,3,1233.9,5,0,Unfurnished,18.05,15.960241237436001
Nagpur,Premium,2,3,832.3,7,1,Semi-Furnished,11.34,15.590944996043085
Bangalore,Mid,2,2,1120.5,8,0,Semi-Furnished,16.42,16.087135183843372
Bangalore,Mid,2,2,1019.5,6,0,Fully-Furnished,20.09,16.0417322911751
Pune,Mid,3,3,1427.9,2,1,Unfurnished,9.2,16.286012793848798
Nagpur,Mid,3,3,1489.2,13,0,Fully-Furnished,16.03,15.833374656850406
Nagpur,Budget,1,2,626.4,2,1,Fully-Furnished,18.69,14.842593188793462
Mumbai,Mid,1,1,589.7,16,1,Semi-Furnished,20.2,15.982719701040638
Hyderabad,Mid,2,2,970.5,4,0,Fully-Furnished,14.19,15.888720095986168
Mumbai,Mid,2,2,852.4,17,0,Semi-Furnished,5.61,16.364131170284814
Nagpur,Budget,2,2,1011.0,5,0,Unfurnished,20.76,15.068071791826865
Mumbai,Mid,4,4,1716.1,7,1,Semi-Furnished,22.78,17.150961898618988
Hyderabad,Budget,2,2,676.3,4,1,Unfurnished,21.08,15.111593244783402
Pune,Mid,3,3,1574.6,0,1,Semi-Furnished,13.06,16.470885176425234
Nagpur,Mid,2,1,923.5,0,0,Unfurnished,12.75,15.407294552970841
Mumbai,Mid,2,3,906.0,17,1,Unfurnished,14.62,16.4988105164822
Mumbai,Mid,3,3,1356.1,13,1,Fully-Furnished,10.72,16.78635785292674
Hyderabad,Mid,2,3,831.3,4,1,Unfurnished,17.27,15.622789311050227
Hyderabad,Mid,2,2,731.6,11,1,Unfurnished,13.67,15.33765792717275
Pune,Mid,1,1,561.9,12,1,Fully-Furnished,20.83,15.314956803048446
Mumbai,Premium,1,2,539.9,8,1,Semi-Furnished,9.12,16.150069689506882
Mumbai,Budget,2,3,1110.3,9,1,Semi-Furnished,23.64,16.312860221367995
Bangalore,Budget,2,3,832.0,21,0,Semi-Furnished,30.11,15.307348243031537
Bangalore,Mid,4,5,1540.0,4,1,Unfurnished,10.28,16.541791367073834
Hyderabad,Premium,4,5,1596.4,12,1,Semi-Furnished,10.58,16.461533499847302
Pune,Premium,3,3,1135.4,14,1,Fully-Furnished,3.63,16.2956266680851
Nagpur,Mid,2,3,849.5,21,1,Fully-Furnished,11.87,15.363434703409501
Hyderabad,Budget,2,3,826.7,13,1,Semi-Furnished,23.99,15.333369660367056
Hyderabad,Budget,1,1,563.8,13,1,Fully-Furnished,29.64,14.618176944828404
Bangalore,Budget,1,1,505.3,9,1,Unfurnished,21.85,14.765379962727698
Pune,Mid,1,1,532.8,13,1,Semi-Furnished,18.56,15.182700078278357
Hyderabad,Mid,1,1,602.5,0,1,Unfurnished,17.98,15.130534992788826
Hyderabad,Premium,2,2,876.3,8,1,Fully-Furnished,7.48,15.866236217045964
Nagpur,Budget,2,3,1036.7,11,0,Unfurnished,23.46,14.896554760887616
Mumbai,Mid,2,2,966.2,8,1,Unfurnished,14.39,16.406529290912477
Pune,Mid,3,4,1365.0,14,1,Semi-Furnished,13.91,16.152340253785226
Bangalore,Mid,4,4,1382.9,0,0,Semi-Furnished,15.21,16.443447860040703
Pune,Premium,2,2,729.8,9,1,Semi-Furnished,2.27,15.862865666884318
Nagpur,Mid,2,3,767.0,6,0,Semi-Furnished,13.81,15.293847493348325
Hyderabad,Mid,2,1,1002.3,12,1,Unfurnished,17.88,15.720192677697405
Bangalore,Premium,3,2,1058.8,2,1,Unfurnished,13.61,16.24317387854241
Bangalore,Mid,3,3,1631.9,2,1,Unfurnished,8.54,16.468990170387347
Hyderabad,Mid,3,3,1393.2,5,1,Semi-Furnished,25.91,16.168428244020095
Hyderabad,Mid,2,2,929.7,7,1,Semi-Furnished,22.45,15.684741431897972
Pune,Mid,2,3,874.0,17,1,Unfurnished,12.29,15.754203295481002
Bangalore,Budget,3,3,1020.6,16,0,Fully-Furnished,13.23,15.936896863622774
Nagpur,Budget,2,3,751.7,11,0,Semi-Furnished,26.85,14.63135357547467
Pune,Budget,3,3,1223.3,1,1,Semi-Furnished,29.63,15.912238696742167
Mumbai,Mid,2,1,676.7,13,1,Fully-Furnished,6.49,16.250084066305416
Mumbai,Mid,2,1,899.3,12,1,Fully-Furnished,7.07,16.44060022088499
Nagpur,Premium,4,5,1532.5,10,1,Unfurnished,2.94,16.331098842164945
Mumbai,Mid,2,2,847.2,7,0,Unfurnished,7.27,16.314170364694437
Hyderabad,Mid,1,2,598.6,15,1,Unfurnished,12.86,15.299631929012763
Bangalore,Mid,2,1,864.0,4,1,Unfurnished,6.06,16.021412709347516
Bangalore,Mid,1,2,441.5,12,1,Semi-Furnished,22.24,14.886539225768491
Bangalore,Mid,2,2,939.2,12,0,Fully-Furnished,11.92,15.958342305469948
Mumbai,Premium,4,5,1444.3,3,1,Unfurnished,11.63,17.241623421688498
Nagpur,Premium,4,4,1533.3,14,0,Unfurnished,3.75,16.19751773531581
Pune,Mid,2,2,870.9,5,1,Unfurnished,11.03,15.90105320002275
Pune,Mid,2,1,828.5,11,1,Unfurnished,3.36,15.67900028195801
Hyderabad,Mid,4,4,1864.9,14,1,Semi-Furnished,14.03,16.545703913165486
Pune,Mid,2,3,902.1,8,1,Unfurnished,13.13,15.813006280118126
Nagpur,Mid,4,4,2011.4,0,1,Unfurnished,15.53,16.313306943691344
Nagpur,Budget,2,2,811.0,7,1,Unfurnished,7.28,15.218504698306578
Bangalore,Mid,2,2,846.3,4,0,Fully-Furnished,18.93,15.832531467528796
Mumbai,Budget,2,2,676.4,11,1,Fully-Furnished,10.29,15.939354676222724
Mumbai,Budget,2,2,821.5,21,1,Unfurnished,14.08,16.20184783922437
Nagpur,Premium,3,4,1232.8,9,1,Fully-Furnished,9.0,15.963972670747424
Mumbai,Budget,2,2,985.5,9,0,Fully-Furnished,25.3,16.306476894045296
Pune,Premium,3,3,1443.1,4,1,Unfurnished,4.22,16.51642119962503
Nagpur,Premium,2,1,967.2,13,1,Unfurnished,8.49,15.56104544410342
Nagpur,Premium,2,2,770.0,6,1,Unfurnished,12.18,15.497581083316122
Hyderabad,Mid,2,3,908.2,7,1,Unfurnished,6.75,15.771691495714432
Pune,Mid,2,3,1022.6,9,0,Semi-Furnished,10.98,15.965702575638936
Mumbai,Premium,3,4,1482.8,11,1,Fully-Furnished,12.89,17.247112823968997
Pune,Budget,3,4,1506.5,16,0,Semi-Furnished,21.2,16.139617094361054
Hyderabad,Premium,4,5,1737.9,12,1,Unfurnished,13.99,16.638432301176636
Bangalore,Mid,2,2,960.4,8,1,Unfurnished,9.04,15.98513323929057
Mumbai,Mid,3,3,1060.7,8,0,Semi-Furnished,14.72,16.53225379820941
Mumbai,Premium,3,2,1077.2,7,1,Semi-Furnished,17.39,16.86811302604924
Bangalore,Premium,1,1,464.5,4,1,Semi-Furnished,3.36,15.541445345972027
Nagpur,Mid,3,3,1444.6,4,1,Unfurnished,11.91,15.927801235224194
Pune,Premium,3,2,1290.8,17,1,Semi-Furnished,8.15,16.543587936312836
Pune,Premium,5,5,2505.1,7,1,Unfurnished,16.04,16.994732081293332
Nagpur,Budget,2,2,887.4,19,1,Semi-Furnished,31.05,14.895263114670652
Pune,Mid,3,3,1282.7,9,1,Unfurnished,18.76,16.18745677463211
Pune,Mid,2,2,832.4,3,0,Unfurnished,11.35,15.791521110141709
Hyderabad,Mid,2,3,1021.8,6,1,Unfurnished,19.57,15.86491960522814
Nagpur,Mid,3,4,1167.8,16,0,Fully-Furnished,7.36,15.726635365902267
Pune,Mid,2,1,918.0,12,1,Unfurnished,17.23,15.658356125116175
Hyderabad,Budget,2,2,806.1,0,0,Fully-Furnished,15.24,15.313377375623832
Pune,Budget,3,4,921.7,7,0,Unfurnished,23.49,15.58415031444618
Bangalore,Mid,2,2,1002.5,8,0,Semi-Furnished,8.13,16.106689143394284
Nagpur,Mid,2,2,956.1,13,1,Semi-Furnished,13.04,15.347169831119956
Bangalore,Mid,2,3,823.8,11,0,Unfurnished,15.39,15.805504165750042
Bangalore,Mid,4,4,1644.8,9,1,Fully-Furnished,22.37,16.485246935897475
Mumbai,Budget,3,4,1246.3,17,0,Semi-Furnished,15.81,16.558879574837665
Nagpur,Budget,1,1,524.3,0,0,Unfurnished,27.34,14.276967140043569
Nagpur,Premium,2,2,972.2,9,0,Fully-Furnished,13.29,15.7132275645972
Pune,Mid,2,2,888.8,9,0,Fully-Furnished,7.16,15.88967080311629
Mumbai,Mid,2,2,958.4,6,1,Semi-Furnished,9.58,16.42754694510303
Nagpur,Mid,3,3,1416.0,12,1,Semi-Furnished,22.73,15.704992900170922
Bangalore,Mid,2,1,817.3,8,0,Unfurnished,9.8,15.76754789739156
Hyderabad,Mid,3,3,1152.2,14,1,Semi-Furnished,12.61,15.996866333689418
Pune,Budget,2,3,903.5,18,0,Unfurnished,21.1,15.332930983725317
Pune,Premium,2,2,1083.7,12,1,Fully-Furnished,11.31,16.2067305093885
Pune,Mid,2,3,950.6,2,1,Unfurnished,15.21,15.777293634353516
Nagpur,Mid,2,2,1160.6,6,0,Unfurnished,10.64,15.584897279965599
Bangalore,Premium,4,5,1863.7,17,1,Fully-Furnished,4.67,16.946402198273507
Pune,Mid,3,3,1442.5,2,1,Unfurnished,15.03,16.326883530940407
Pune,Mid,1,1,489.5,14,1,Semi-Furnished,18.78,14.819016612696354
Pune,Mid,1,1,576.4,13,1,Unfurnished,21.73,15.131572082729852
Pune,Premium,4,4,1608.3,17,1,Unfurnished,1.83,16.583294254535986
Bangalore,Mid,3,3,1315.3,12,0,Semi-Furnished,13.83,16.286183301308405
Nagpur,Mid,2,4,771.1,16,1,Unfurnished,16.49,15.240556531842444
Hyderabad,Mid,2,2,1000.2,4,0,Semi-Furnished,13.2,15.831109736132579
Pune,Premium,3,4,1346.2,9,1,Fully-Furnished,9.67,16.44043013312132
Mumbai,Mid,1,1,519.7,6,1,Fully-Furnished,15.16,15.917329106458352
Hyderabad,Premium,2,1,810.1,5,1,Semi-Furnished,0.5,15.907152496209651
Mumbai,Mid,1,1,577.1,11,0,Unfurnished,12.57,15.817198914845017
Hyderabad,Mid,4,5,1789.2,1,1,Semi-Furnished,12.11,16.460649712872833
Pune,Mid,2,3,936.0,6,0,Semi-Furnished,14.24,15.782654942129334
Pune,Premium,3,5,1238.2,0,1,Fully-Furnished,5.38,16.452049934480343
Nagpur,Premium,3,4,1341.6,5,1,Semi-Furnished,14.02,16.148963305017368
Mumbai,Mid,2,1,767.2,12,1,Fully-Furnished,23.13,16.332768063275473
Pune,Premium,2,2,1117.8,3,0,Unfurnished,0.5,16.31957967921203
Pune,Mid,2,2,869.6,7,1,Fully-Furnished,22.74,15.822848233312696
Mumbai,Mid,4,4,1640.1,9,0,Unfurnished,12.76,17.099202377970574
Bangalore,Premium,4,4,1507.7,8,1,Semi-Furnished,13.63,16.635468137175728
Nagpur,Budget,1,2,548.4,6,1,Unfurnished,17.06,14.346717465102131
Mumbai,Mid,2,1,893.4,15,0,Fully-Furnished,14.38,16.372092467306363
Pune,Mid,3,3,1318.4,17,1,Semi-Furnished,8.98,16.214355652266622
Pune,Budget,2,1,1121.5,16,1,Unfurnished,25.86,15.742258711617826
Hyderabad,Mid,4,4,1583.7,15,0,Unfurnished,5.31,16.348750839155052
Mumbai,Mid,2,2,874.5,5,1,Unfurnished,23.33,16.442718531862372
Bangalore,Premium,2,2,961.8,4,1,Fully-Furnished,7.55,16.362439127403047
Mumbai,Premium,3,3,1231.8,6,1,Semi-Furnished,5.52,17.060385926382256
Mumbai,Mid,3,3,1159.0,14,0,Fully-Furnished,17.77,16.624528601044315
Nagpur,Budget,2,4,863.0,0,1,Unfurnished,14.34,14.9813963742277
Mumbai,Mid,3,3,1316.0,1,1,Unfurnished,18.08,16.725682001975823
Mumbai,Premium,5,4,2231.3,4,1,Semi-Furnished,9.69,17.498078813294278
Bangalore,Premium,1,2,614.3,11,1,Semi-Furnished,12.41,15.851396424103708
Bangalore,Mid,2,2,944.4,0,1,Unfurnished,9.21,16.096710203663214
Pune,Premium,1,1,578.3,1,1,Fully-Furnished,0.5,15.766172826364713
Nagpur,Premium,4,4,1641.0,4,0,Fully-Furnished,8.29,16.237658257793772
Mumbai,Mid,2,2,787.5,7,1,Fully-Furnished,13.75,16.395125539815908
Nagpur,Mid,3,3,1214.3,7,1,Unfurnished,9.64,15.791101693197202
Nagpur,Budget,2,2,971.3,4,0,Unfurnished,24.79,14.937688971314897
Pune,Premium,3,3,1137.8,5,1,Semi-Furnished,2.7,16.335617188326417
Mumbai,Mid,1,1,564.1,6,1,Semi-Furnished,9.1,15.881121014645988
Nagpur,Mid,4,3,1417.7,3,1,Fully-Furnished,10.27,15.963158728790209
Pune,Budget,2,2,891.0,13,0,Unfurnished,20.53,15.338390517869064
Hyderabad,Budget,2,3,822.9,1,0,Unfurnished,22.92,15.148971228368822
Bangalore,Mid,2,1,710.4,14,0,Unfurnished,8.52,15.659541110055551
Mumbai,Mid,1,1,524.2,8,1,Unfurnished,14.26,15.756079180720468
Mumbai,Budget,2,3,917.2,13,0,Semi-Furnished,21.71,16.11509435156176
Nagpur,Budget,1,1,620.0,10,1,Fully-Furnished,26.51,14.363623295916142
Nagpur,Mid,2,2,1011.9,7,0,Semi-Furnished,9.38,15.403067212245157
Mumbai,Mid,3,3,1375.3,15,0,Fully-Furnished,6.34,16.912549044587113
Hyderabad,Premium,3,3,1165.8,4,1,Fully-Furnished,7.71,16.26062055544454
Bangalore,Mid,2,2,963.2,12,1,Unfurnished,2.74,15.989943705982023
Pune,Budget,2,3,746.5,7,1,Fully-Furnished,26.54,15.44887669335644
Pune,Mid,3,4,1091.7,2,0,Semi-Furnished,17.16,16.116831652448678
Mumbai,Premium,2,2,832.3,10,1,Fully-Furnished,0.5,16.651798112964496
Pune,Budget,2,2,967.7,5,0,Semi-Furnished,22.72,15.527531773168077
Nagpur,Mid,2,2,926.0,4,1,Unfurnished,0.5,15.537404274855708
Bangalore,Premium,3,4,1479.7,12,1,Semi-Furnished,14.04,16.682437794912893
Nagpur,Mid,3,3,1138.1,11,0,Unfurnished,9.65,15.623220801172762
Mumbai,Budget,3,3,1044.4,7,0,Semi-Furnished,14.81,16.41542677125834
Bangalore,Budget,1,1,603.4,11,0,Semi-Furnished,19.38,15.072862409981251
Bangalore,Premium,2,3,781.9,1,0,Unfurnished,0.5,16.064789068107057
Nagpur,Mid,3,3,1540.6,1,1,Semi-Furnished,9.81,15.965639334885735
Mumbai,Premium,2,1,886.7,13,0,Semi-Furnished,4.01,16.604251318377283
Bangalore,Budget,2,2,849.7,10,0,Unfurnished,24.89,15.432257494287278
Pune,Mid,3,4,1186.6,7,0,Semi-Furnished,14.72,16.242368780320643
Bangalore,Budget,2,2,929.4,8,1,Fully-Furnished,22.72,15.801595223399676
Bangalore,Mid,1,1,508.4,8,0,Semi-Furnished,5.66,15.438135932322146
Hyderabad,Budget,2,2,769.9,17,1,Semi-Furnished,10.78,15.29800061579355
Pune,Mid,1,1,587.8,6,1,Semi-Furnished,11.69,15.397761840330318
Hyderabad,Mid,2,2,908.8,1,1,Unfurnished,17.23,15.740899727484495
Pune,Budget,1,2,389.7,9,0,Semi-Furnished,12.26,14.591985506013845
Mumbai,Mid,2,2,684.6,11,0,Unfurnished,15.03,16.09195596686483
Pune,Mid,3,4,1125.7,21,1,Unfurnished,13.22,15.975391920765356
Mumbai,Budget,1,1,608.5,1,0,Semi-Furnished,17.45,15.72363086682202
Pune,Mid,1,1,558.4,10,1,Unfurnished,5.24,15.34590591240836
Mumbai,Mid,2,1,883.8,2,0,Semi-Furnished,0.5,16.43122841444005
Nagpur,Mid,1,1,450.7,9,1,Fully-Furnished,22.07,14.383776822407139
Bangalore,Budget,1,1,475.7,9,0,Unfurnished,15.01,14.69881766156971
Nagpur,Budget,2,2,833.9,10,1,Unfurnished,5.02,15.151707751157318
Hyderabad,Mid,2,2,965.9,17,1,Fully-Furnished,18.79,15.732454934615369
Nagpur,Budget,2,3,735.9,11,0,Semi-Furnished,14.23,14.89246499947958
Mumbai,Mid,2,3,963.5,8,0,Semi-Furnished,19.11,16.446468389307128
Pune,Budget,2,3,994.3,8,1,Unfurnished,19.78,15.616348360804672
Nagpur,Budget,3,3,1358.4,6,0,Unfurnished,14.12,15.43051116985745
Mumbai,Budget,3,3,1324.2,12,1,Unfurnished,23.13,16.482414197991314
Hyderabad,Mid,3,3,1187.9,3,1,Unfurnished,1.69,16.082591678160373
Mumbai,Mid,1,1,532.9,11,1,Unfurnished,16.69,15.84604490362672
Mumbai,Mid,3,3,1340.2,14,1,Unfurnished,7.3,16.934263018216097
Mumbai,Mid,3,4,1362.4,7,1,Unfurnished,10.42,16.876169808447116
Bangalore,Mid,1,2,569.2,3,1,Semi-Furnished,10.57,15.527991402533004
Mumbai,Budget,3,3,1413.2,9,1,Semi-Furnished,15.95,16.68380318930501
Hyderabad,Mid,2,2,829.5,8,0,Unfurnished,17.13,15.607308026470347
Hyderabad,Mid,2,3,966.2,20,1,Unfurnished,7.19,15.663510779368837
Nagpur,Budget,1,1,450.5,5,0,Unfurnished,24.95,14.204709418408305
Hyderabad,Budget,1,1,532.7,12,0,Unfurnished,16.41,14.552407124051255
Nagpur,Mid,2,2,967.0,5,0,Unfurnished,13.89,15.381929898500793
Mumbai,Mid,2,2,835.0,2,0,Semi-Furnished,17.46,16.402403612494634
Hyderabad,Premium,3,4,1300.2,7,1,Semi-Furnished,4.42,16.423645465316376
Pune,Premium,3,4,1217.3,6,1,Fully-Furnished,7.75,16.365623396575163
Pune,Premium,3,2,948.8,9,1,Semi-Furnished,6.1,16.20845011692692
Hyderabad,Mid,1,1,534.9,12,1,Semi-Furnished,7.89,15.229589089345016
Pune,Mid,2,2,960.7,15,1,Semi-Furnished,11.48,15.953230087915541
Mumbai,Premium,2,2,737.9,13,1,Fully-Furnished,10.96,16.60026392745012
Pune,Premium,3,3,807.9,11,1,Semi-Furnished,9.44,16.108687331190602
Bangalore,Mid,1,2,505.6,3,1,Fully-Furnished,13.24,15.508028161764901
Bangalore,Mid,2,2,712.1,15,1,Unfurnished,18.79,15.641522167404666
Nagpur,Mid,2,2,785.4,8,1,Semi-Furnished,10.81,15.340345898996617
Mumbai,Premium,3,3,1214.4,5,1,Fully-Furnished,5.39,17.10380352163865
Nagpur,Mid,3,4,1372.6,19,1,Semi-Furnished,20.67,15.752466018921062
Bangalore,Mid,1,1,600.6,14,0,Unfurnished,9.62,15.361675920913758
Nagpur,Mid,3,3,1131.5,7,1,Unfurnished,12.43,15.570079797877462
Bangalore,Premium,5,5,2168.5,6,1,Semi-Furnished,10.17,17.156742059125616
Pune,Premium,3,4,1260.0,11,1,Semi-Furnished,5.28,16.41746589977028
Hyderabad,Premium,2,3,843.3,3,1,Fully-Furnished,17.14,15.981388019423328
Hyderabad,Mid,2,1,858.8,8,0,Unfurnished,11.23,15.518378520229131
Pune,Mid,2,2,843.1,15,1,Semi-Furnished,12.92,15.72096962584533
Mumbai,Premium,3,3,1216.0,10,0,Fully-Furnished,16.37,17.06145634290138
Mumbai,Mid,2,2,1085.8,15,0,Fully-Furnished,24.59,16.628039626186432
Pune,Mid,3,4,1180.1,2,0,Fully-Furnished,14.44,16.186797213352232
Nagpur,Mid,2,2,1010.9,11,1,Fully-Furnished,19.7,15.422127896316574
